hum,weathersit,holiday,season,atemp,temp,hr,week,cnt
0.94,3,0,4,0.45,0.46,11,1,134
0.75,1,0,1,0.29,0.24,4,6,1
0.6,1,0,1,0.29,0.24,23,0,25
0.94,2,0,4,0.55,0.62,0,5,52
0.59,1,0,1,0.23,0.16,5,6,1
0.69,2,0,3,0.61,0.64,1,6,74
0.28,1,0,1,0.29,0.32,20,6,47
0.52,2,0,1,0.3,0.26,3,2,3
0.89,2,0,3,0.58,0.64,21,4,221
0.54,1,0,1,0.44,0.44,12,3,179
0.72,1,0,1,0.44,0.44,4,4,2
0.73,1,0,3,0.53,0.56,5,1,17
0.65,1,0,4,0.29,0.24,1,5,14
0.55,2,0,2,0.47,0.48,3,4,6
0.31,1,0,3,0.82,0.92,13,2,221
0.87,2,0,2,0.39,0.38,5,6,4
0.76,1,0,1,0.39,0.38,9,6,90
0.83,1,0,2,0.53,0.56,23,4,151
0.65,3,0,3,0.64,0.68,4,0,5
0.94,2,0,4,0.45,0.46,0,3,31
0.54,2,0,4,0.44,0.44,5,0,10
0.81,2,0,1,0.3,0.3,10,4,108
0.37,1,0,2,0.65,0.72,11,4,218
0.57,1,0,4,0.35,0.36,20,3,241
0.44,2,0,1,0.26,0.22,23,2,20
0.58,1,0,1,0.42,0.42,13,0,223
0.31,1,0,3,0.7,0.8,13,3,231
0.61,1,0,1,0.3,0.32,20,5,50
0.83,2,0,3,0.58,0.64,0,6,105
0.73,1,0,3,0.59,0.62,3,6,35
0.48,1,0,1,0.23,0.26,12,4,158
0.43,1,0,3,0.74,0.82,15,2,162
0.78,2,0,2,0.58,0.6,9,2,186
0.82,2,0,4,0.45,0.46,10,1,129
0.53,1,0,3,0.62,0.64,3,6,26
0.59,1,0,3,0.77,0.8,3,0,35
0.89,3,0,3,0.59,0.66,15,4,139
0.45,2,0,3,0.52,0.54,14,5,225
0.66,1,0,4,0.39,0.38,4,6,8
0.83,1,0,2,0.53,0.56,2,2,26
0.41,1,0,2,0.45,0.46,3,5,13
0.5,1,0,2,0.62,0.62,18,3,274
0.77,1,0,3,0.48,0.5,6,5,165
0.53,2,0,2,0.62,0.62,15,1,262
0.55,2,0,1,0.27,0.22,7,0,3
0.62,1,0,3,0.68,0.74,10,2,204
0.64,3,0,2,0.55,0.58,13,4,183
0.86,2,0,1,0.21,0.2,9,3,225
0.57,1,0,3,0.62,0.62,22,1,142
0.4,1,0,1,0.2,0.2,18,1,155
0.93,2,0,2,0.27,0.28,5,4,9
0.54,2,0,2,0.44,0.44,4,4,6
0.6,2,0,1,0.21,0.24,22,4,44
0.69,1,0,2,0.59,0.6,9,1,194
0.94,3,0,2,0.41,0.4,4,3,3
0.3,1,0,1,0.2,0.24,0,4,13
0.55,2,0,2,0.5,0.52,10,1,109
0.26,1,0,2,0.62,0.68,13,5,248
0.43,2,0,1,0.21,0.18,23,4,23
0.94,1,0,4,0.52,0.6,22,5,157
0.51,1,0,1,0.21,0.22,22,6,39
0.82,2,0,2,0.48,0.5,5,6,14
0.82,1,0,4,0.44,0.44,6,4,92
0.73,3,0,2,0.59,0.62,15,2,134
0.72,2,0,2,0.48,0.5,10,2,75
0.81,3,0,1,0.26,0.26,5,0,4
0.5,1,0,3,0.89,0.9,14,4,147
0.62,2,0,1,0.44,0.44,20,0,83
0.94,2,0,3,0.52,0.54,4,2,4
0.79,1,0,3,0.7,0.72,23,2,138
0.33,1,0,1,0.52,0.54,15,4,217
0.45,1,0,2,0.29,0.3,11,5,75
0.61,2,0,2,0.65,0.7,11,5,258
0.55,1,0,3,0.76,0.8,9,4,256
0.53,1,0,3,0.92,0.9,10,5,115
0.78,2,1,3,0.61,0.66,8,1,101
0.73,1,0,4,0.53,0.56,0,5,102
0.52,2,0,3,0.74,0.8,11,3,239
0.62,2,0,3,0.71,0.76,11,5,214
0.67,1,0,4,0.42,0.42,20,6,159
0.39,1,0,1,0.48,0.5,20,6,170
0.63,1,0,2,0.45,0.46,21,4,145
0.69,2,0,1,0.21,0.2,4,0,2
0.86,3,0,1,0.18,0.16,21,0,44
0.87,1,0,4,0.29,0.28,5,3,29
1.0,2,0,2,0.5,0.52,0,0,39
0.5,1,0,1,0.35,0.36,22,5,135
0.87,2,0,1,0.35,0.34,11,2,75
0.64,2,0,1,0.53,0.56,11,1,87
0.62,2,0,4,0.38,0.36,0,0,110
0.48,1,0,1,0.26,0.26,22,1,35
0.4,1,0,3,0.68,0.76,11,1,245
0.64,1,0,2,0.53,0.56,0,3,52
0.51,1,0,2,0.2,0.2,5,6,8
0.88,3,0,4,0.47,0.48,5,4,15
0.82,3,0,2,0.41,0.4,9,0,79
0.36,1,0,1,0.29,0.32,15,3,117
0.51,1,0,3,0.98,0.94,13,5,123
0.5,1,0,1,0.39,0.38,1,1,10
1.0,2,0,1,0.27,0.22,10,3,61
0.57,1,0,1,0.33,0.32,3,6,20
0.73,2,0,2,0.61,0.64,14,2,222
0.6,1,0,1,0.26,0.26,22,4,71
0.34,1,0,3,0.62,0.66,20,1,268
0.32,1,0,1,0.18,0.2,7,2,105
0.78,1,1,2,0.58,0.6,5,1,9
0.42,1,0,3,0.64,0.7,15,1,220
0.77,1,0,4,0.44,0.44,20,3,219
0.51,1,0,4,0.48,0.5,13,3,167
0.94,3,0,2,0.53,0.56,2,1,11
0.66,1,0,3,0.68,0.72,23,4,129
0.66,2,0,4,0.35,0.36,11,3,189
0.87,3,0,1,0.3,0.34,1,1,8
0.93,2,0,2,0.26,0.26,19,3,72
0.63,1,0,4,0.48,0.5,21,4,155
0.43,1,0,3,0.73,0.8,12,2,201
0.74,2,0,1,0.15,0.16,6,0,4
0.65,1,0,4,0.21,0.24,6,4,97
0.56,2,0,1,0.3,0.28,12,1,135
0.87,1,0,4,0.3,0.26,8,0,55
0.89,1,0,2,0.58,0.64,2,0,66
0.94,1,0,2,0.48,0.5,1,4,6
0.52,1,0,4,0.26,0.28,23,3,50
0.57,1,0,4,0.62,0.64,11,5,217
0.57,2,0,2,0.62,0.62,13,4,218
0.94,3,0,2,0.45,0.46,19,6,133
0.65,1,0,1,0.24,0.24,6,5,88
0.6,1,0,1,0.26,0.22,1,4,7
0.83,1,0,3,0.52,0.54,5,3,27
0.38,1,0,2,0.23,0.26,1,6,27
0.74,1,0,3,0.62,0.66,3,2,8
0.6,1,0,4,0.29,0.24,22,0,62
0.88,2,0,3,0.55,0.6,1,1,10
0.66,1,0,2,0.39,0.38,2,6,56
0.8,2,0,1,0.12,0.12,6,2,7
0.88,2,0,4,0.5,0.52,3,4,8
0.41,1,0,1,0.23,0.26,10,3,69
0.59,3,1,1,0.18,0.18,19,1,60
1.0,2,0,4,0.36,0.36,21,0,96
0.63,1,0,4,0.45,0.46,0,2,48
0.73,1,0,3,0.59,0.62,20,0,226
0.51,2,0,2,0.47,0.48,13,1,247
0.73,2,0,2,0.59,0.6,22,1,125
0.56,2,0,4,0.55,0.58,13,1,162
0.52,1,0,2,0.77,0.82,13,2,239
0.3,1,0,3,0.65,0.72,13,2,234
0.43,1,0,1,0.17,0.18,21,6,69
0.4,1,0,2,0.39,0.38,18,2,267
0.82,2,0,1,0.44,0.44,17,6,67
0.6,1,0,1,0.3,0.26,2,6,41
0.43,1,0,3,0.73,0.8,10,5,145
0.82,1,0,2,0.45,0.46,6,0,22
0.58,2,0,2,0.41,0.4,23,2,32
0.93,3,0,1,0.23,0.22,7,6,19
0.71,1,0,4,0.35,0.36,21,0,88
0.36,1,0,1,0.23,0.28,12,0,144
0.55,1,1,2,0.48,0.5,10,5,122
0.6,1,0,4,0.23,0.26,3,4,1
0.59,2,0,1,0.23,0.2,5,4,26
0.35,1,0,1,0.23,0.26,10,6,223
0.56,1,0,2,0.62,0.6,0,4,47
0.69,2,0,3,0.59,0.6,4,6,6
0.93,3,0,1,0.33,0.34,0,4,3
0.73,2,0,2,0.52,0.54,11,1,213
0.38,1,0,3,0.73,0.82,13,3,191
0.35,1,0,1,0.41,0.4,19,0,61
0.39,1,0,1,0.26,0.3,11,6,210
0.88,1,0,2,0.45,0.46,4,6,7
0.42,1,0,2,0.48,0.5,11,3,222
0.53,2,0,4,0.3,0.34,12,4,121
0.73,2,0,3,0.61,0.64,0,0,120
0.58,1,0,1,0.11,0.08,7,0,2
0.51,1,0,3,0.67,0.74,20,2,280
0.33,1,0,3,0.67,0.76,15,4,180
0.81,3,0,1,0.32,0.3,12,2,24
0.84,2,0,3,0.71,0.72,6,5,90
0.37,1,0,1,0.41,0.4,11,2,139
0.86,3,0,1,0.18,0.2,9,3,23
0.48,2,0,2,0.67,0.72,15,3,274
0.59,1,0,3,0.74,0.78,9,1,208
0.6,2,0,2,0.53,0.56,15,1,107
0.37,1,0,3,0.67,0.76,11,4,274
0.53,1,0,2,0.62,0.62,14,3,177
0.26,1,0,1,0.14,0.16,16,5,97
0.87,1,0,4,0.29,0.28,3,3,2
0.69,1,0,3,0.62,0.66,22,1,98
0.89,2,0,3,0.64,0.68,6,4,97
0.46,1,0,1,0.35,0.34,14,0,161
0.78,1,0,4,0.61,0.66,10,3,175
0.87,2,0,4,0.3,0.26,6,3,87
0.75,2,0,4,0.44,0.44,10,2,164
0.94,2,0,2,0.53,0.56,7,1,236
0.46,1,0,1,0.35,0.36,21,3,92
0.43,1,0,2,0.33,0.36,4,3,1
0.77,1,0,1,0.44,0.44,0,5,57
0.63,1,0,3,0.79,0.8,11,3,142
0.4,1,0,1,0.2,0.2,17,4,175
0.52,1,0,3,0.53,0.56,3,2,6
0.55,1,0,3,0.7,0.76,8,0,142
0.77,2,0,2,0.5,0.52,1,2,20
0.38,1,0,1,0.44,0.44,23,2,63
0.69,1,0,1,0.21,0.22,4,2,1
0.66,3,0,2,0.3,0.34,0,1,13
0.59,1,0,4,0.23,0.16,6,0,10
0.89,1,0,3,0.58,0.64,7,0,34
0.75,2,0,1,0.27,0.28,2,4,7
0.88,1,0,3,0.52,0.54,4,2,6
0.7,1,0,3,0.7,0.74,20,0,229
0.35,1,0,2,0.42,0.42,23,4,94
0.89,2,0,3,0.58,0.64,1,6,53
0.8,2,0,1,0.26,0.22,14,2,54
0.83,2,0,2,0.5,0.52,6,6,28
0.49,2,0,3,0.74,0.8,0,3,43
0.93,2,0,1,0.3,0.32,1,2,9
0.83,1,0,3,0.61,0.66,23,3,116
0.47,2,1,1,0.2,0.18,12,1,80
0.43,1,0,1,0.41,0.4,12,2,194
0.38,1,0,4,0.24,0.28,16,6,170
0.88,2,0,1,0.45,0.46,0,0,17
0.78,2,0,2,0.61,0.66,10,5,204
0.88,3,0,4,0.53,0.56,6,5,94
0.49,1,0,1,0.3,0.34,11,6,119
0.5,1,0,2,0.41,0.4,23,0,31
0.74,3,0,3,0.7,0.72,11,5,212
0.41,1,0,1,0.26,0.26,23,0,26
0.56,1,0,1,0.27,0.28,8,0,37
0.87,1,0,4,0.41,0.4,22,3,114
0.81,1,1,2,0.36,0.36,5,5,13
0.54,1,0,3,0.62,0.66,22,3,235
0.75,1,0,4,0.26,0.22,7,5,199
0.4,1,0,1,0.21,0.2,16,1,74
0.74,1,0,3,0.7,0.72,23,1,113
0.32,1,0,1,0.17,0.2,14,6,95
0.75,1,0,4,0.29,0.3,8,0,119
0.55,1,0,4,0.45,0.46,4,0,10
0.83,2,0,3,0.56,0.6,21,6,181
0.74,1,0,3,0.7,0.72,22,1,90
0.39,1,0,3,0.65,0.72,14,4,274
0.76,2,0,1,0.3,0.34,5,5,13
0.73,1,0,3,0.59,0.62,7,6,38
0.94,1,1,4,0.45,0.46,5,1,21
0.94,2,0,2,0.52,0.54,14,6,216
0.94,3,0,2,0.48,0.5,16,6,177
0.41,1,0,3,0.79,0.86,20,5,206
0.39,1,0,1,0.3,0.3,12,2,86
0.88,1,0,2,0.56,0.62,22,5,175
0.77,1,0,4,0.47,0.48,0,3,43
0.83,1,0,2,0.58,0.64,20,3,218
0.5,2,0,1,0.36,0.36,21,2,109
0.57,1,0,1,0.3,0.34,10,3,120
0.56,1,0,4,0.23,0.24,5,6,2
0.88,2,0,3,0.55,0.6,4,2,9
0.71,3,0,2,0.35,0.36,21,6,84
0.81,3,0,1,0.33,0.3,12,3,55
0.42,1,0,4,0.5,0.52,20,0,252
0.5,1,0,2,0.33,0.36,1,6,67
0.61,1,0,3,0.61,0.62,5,6,14
0.76,2,0,4,0.41,0.4,16,6,223
0.74,1,0,3,0.7,0.72,10,1,206
0.65,1,0,2,0.61,0.62,10,1,112
0.67,1,0,3,0.47,0.48,23,3,123
0.68,1,0,3,0.53,0.56,1,2,13
1.0,2,0,2,0.36,0.36,7,0,10
0.45,1,0,3,0.64,0.7,21,5,218
0.86,2,0,1,0.26,0.2,6,1,42
0.88,3,0,1,0.42,0.42,21,3,39
0.79,2,0,3,0.7,0.72,2,1,5
0.81,1,0,4,0.38,0.36,21,2,127
0.44,1,0,4,0.29,0.24,10,0,194
1.0,2,0,2,0.48,0.5,6,0,13
0.53,1,0,1,0.33,0.32,0,3,32
0.47,2,0,4,0.62,0.64,14,5,266
0.49,1,0,3,0.74,0.8,21,6,205
0.35,1,1,1,0.23,0.24,8,1,53
0.65,1,0,2,0.65,0.7,23,4,90
0.57,2,0,1,0.32,0.32,7,5,208
0.82,3,0,4,0.47,0.48,19,1,237
0.33,1,0,1,0.11,0.12,23,2,12
0.48,1,0,3,0.65,0.7,20,6,269
0.71,2,0,4,0.35,0.34,3,2,2
0.64,1,0,4,0.26,0.22,1,4,16
0.65,1,0,2,0.64,0.68,9,3,234
0.4,1,1,1,0.41,0.4,0,1,39
1.0,2,0,4,0.45,0.46,1,3,13
0.57,2,0,1,0.32,0.32,10,2,144
0.84,1,0,3,0.67,0.7,0,3,40
0.75,1,0,4,0.23,0.24,6,0,10
0.64,2,0,4,0.53,0.56,10,2,138
0.55,1,0,3,0.76,0.8,15,4,165
0.94,2,0,4,0.42,0.42,9,4,211
0.51,1,0,2,0.2,0.2,7,6,41
1.0,2,0,2,0.48,0.5,6,1,66
0.67,2,0,1,0.45,0.46,13,6,190
0.6,1,0,4,0.26,0.26,1,6,87
0.73,1,0,3,0.24,0.64,4,5,9
0.6,2,0,1,0.26,0.24,5,5,15
0.43,1,0,1,0.14,0.16,6,4,39
0.94,3,0,3,0.56,0.64,17,4,113
0.29,1,0,1,0.33,0.32,14,3,78
0.88,1,0,4,0.42,0.42,2,2,8
0.59,1,0,1,0.15,0.14,23,1,18
0.63,1,0,2,0.47,0.48,7,1,237
0.51,2,0,3,0.48,0.5,11,5,179
0.44,1,0,4,0.23,0.22,1,0,36
0.31,1,0,1,0.47,0.48,17,6,278
0.79,1,0,2,0.71,0.74,1,4,16
0.44,1,0,1,0.21,0.22,5,0,5
1.0,2,0,2,0.5,0.52,1,0,47
0.51,1,0,1,0.21,0.18,9,3,139
0.87,2,0,4,0.35,0.36,8,0,88
0.34,2,0,2,0.73,0.82,14,1,259
0.6,1,0,1,0.52,0.54,0,3,39
0.87,3,0,4,0.35,0.36,16,0,206
0.66,1,0,1,0.32,0.34,2,3,6
0.62,2,0,1,0.35,0.36,17,2,217
0.82,1,0,1,0.47,0.48,2,4,11
0.44,1,0,1,0.2,0.22,16,3,68
0.5,1,0,2,0.62,0.62,22,0,226
0.56,1,0,2,0.41,0.4,1,1,11
0.65,1,0,4,0.61,0.64,10,4,127
0.78,2,0,3,0.61,0.66,23,5,151
0.83,3,0,3,0.64,0.68,22,0,166
0.76,2,1,1,0.3,0.32,14,1,116
0.94,1,0,4,0.52,0.6,0,4,40
0.69,1,0,3,0.61,0.64,2,0,86
0.48,2,0,3,0.68,0.76,10,5,262
0.65,2,0,2,0.52,0.54,15,2,127
0.57,1,1,4,0.29,0.32,2,5,11
0.38,2,0,2,0.62,0.62,13,2,202
0.83,1,0,2,0.52,0.54,22,4,172
0.83,1,0,3,0.64,0.68,1,1,12
0.79,1,0,3,0.71,0.74,3,5,11
0.38,1,0,1,0.62,0.64,15,4,185
0.42,1,0,4,0.33,0.34,13,3,214
0.8,1,0,1,0.14,0.16,0,0,52
0.51,2,0,2,0.48,0.5,9,1,158
0.69,3,0,4,0.61,0.62,22,3,215
0.31,1,0,3,0.7,0.8,11,4,211
0.94,1,0,4,0.52,0.6,23,3,71
0.51,1,0,3,0.65,0.7,0,4,45
0.49,1,0,1,0.09,0.1,8,0,10
0.65,1,0,2,0.65,0.7,12,5,243
0.62,2,0,4,0.39,0.38,20,1,259
0.94,3,1,3,0.59,0.66,20,1,82
0.71,1,0,4,0.42,0.42,18,0,185
0.83,3,0,4,0.55,0.58,6,2,179
0.78,1,0,4,0.61,0.66,15,4,155
0.67,1,0,4,0.45,0.46,9,2,187
0.94,2,0,1,0.42,0.42,8,6,218
0.61,1,0,3,0.65,0.7,0,0,154
0.62,2,0,4,0.42,0.42,18,6,185
0.52,1,0,2,0.53,0.56,22,1,168
0.76,1,0,4,0.39,0.38,1,3,17
0.35,1,0,2,0.44,0.44,23,1,66
0.93,3,0,1,0.23,0.22,4,3,2
0.52,1,0,1,0.24,0.24,2,2,1
0.87,3,0,4,0.36,0.36,21,6,56
0.56,2,0,1,0.52,0.54,21,1,205
0.79,2,0,2,0.71,0.74,20,3,256
0.93,3,0,1,0.23,0.22,2,3,3
0.71,1,1,2,0.41,0.4,7,5,149
0.94,1,0,3,0.59,0.66,7,0,42
0.53,1,1,2,0.62,0.64,0,1,41
0.46,1,0,4,0.39,0.38,14,5,187
0.49,2,0,1,0.3,0.3,16,4,91
0.29,1,0,2,0.32,0.34,14,6,216
0.34,1,0,3,0.73,0.84,14,3,178
0.41,1,0,3,0.74,0.82,14,2,255
0.75,1,1,4,0.27,0.26,7,4,40
0.5,1,0,1,0.39,0.38,22,4,126
0.45,2,0,1,0.32,0.32,12,6,160
0.48,1,0,1,0.23,0.24,4,3,2
0.37,1,0,4,0.53,0.56,15,2,234
0.26,1,0,2,0.27,0.3,1,2,5
0.82,1,0,2,0.45,0.46,1,5,25
0.89,1,0,3,0.59,0.66,2,5,20
0.86,3,0,1,0.21,0.14,2,6,26
0.65,2,0,1,0.27,0.28,0,3,9
0.42,1,0,4,0.29,0.34,1,6,20
0.36,1,0,3,0.76,0.86,10,1,97
0.5,1,0,2,0.33,0.36,2,5,11
0.94,1,0,2,0.47,0.48,5,4,26
0.47,2,1,1,0.21,0.2,15,1,93
0.43,1,0,3,0.62,0.6,1,3,23
0.46,2,0,3,0.76,0.82,14,2,261
0.83,3,0,2,0.61,0.66,13,2,59
0.47,1,0,1,0.18,0.2,17,3,139
0.81,2,0,4,0.27,0.26,0,6,77
0.72,2,0,3,0.5,0.52,0,1,37
0.66,2,0,4,0.35,0.34,20,6,172
0.53,2,0,2,0.62,0.62,3,4,5
0.61,1,0,3,0.62,0.64,8,0,107
0.52,1,0,3,0.7,0.76,16,3,271
0.49,1,0,4,0.32,0.3,10,3,161
0.53,1,0,1,0.33,0.36,13,5,107
0.49,1,0,2,0.3,0.34,19,5,136
0.55,1,0,3,0.76,0.8,23,4,131
0.81,1,0,4,0.35,0.34,6,5,143
0.82,2,0,2,0.42,0.42,21,3,189
0.73,1,0,2,0.61,0.64,7,5,249
0.73,1,0,2,0.59,0.6,6,4,178
0.37,1,0,1,0.2,0.22,10,3,57
0.63,1,0,1,0.21,0.14,7,6,10
0.44,1,0,3,0.79,0.86,14,4,197
0.37,1,0,2,0.52,0.54,23,5,180
0.93,3,0,1,0.32,0.32,20,3,57
0.88,3,0,3,0.55,0.6,0,1,25
0.73,3,0,2,0.55,0.58,6,4,112
0.51,1,0,1,0.18,0.2,7,0,22
0.45,1,0,4,0.3,0.32,10,6,200
0.33,1,0,2,0.3,0.32,7,6,54
0.53,2,0,4,0.35,0.34,11,5,201
0.52,1,0,4,0.26,0.28,9,6,142
0.78,2,0,3,0.59,0.62,22,0,56
0.69,1,0,1,0.2,0.22,4,3,2
0.53,1,0,2,0.3,0.34,12,5,95
0.23,1,0,1,0.35,0.34,14,1,135
0.94,2,0,2,0.52,0.6,1,2,15
0.74,1,0,3,0.67,0.7,22,0,191
0.94,1,0,4,0.53,0.56,2,5,6
0.5,2,0,1,0.35,0.36,12,2,102
0.63,2,0,1,0.45,0.46,15,6,205
0.43,1,0,1,0.53,0.56,23,3,91
0.38,1,0,1,0.44,0.44,14,2,138
0.84,2,0,3,0.73,0.74,2,4,6
0.94,2,0,3,0.59,0.66,1,4,17
0.75,1,0,1,0.29,0.24,3,6,13
0.59,1,0,2,0.5,0.52,4,6,15
0.68,1,0,2,0.52,0.54,22,5,202
0.79,3,0,3,0.64,0.68,16,3,150
0.25,1,0,2,0.67,0.76,12,4,232
0.64,3,0,1,0.15,0.16,23,5,38
0.46,1,0,2,0.39,0.38,16,2,130
0.82,1,0,4,0.44,0.44,4,1,4
0.31,1,1,4,0.48,0.5,14,4,168
0.47,1,0,2,0.44,0.44,3,5,3
0.84,3,0,3,0.67,0.7,14,5,229
0.94,2,0,2,0.42,0.42,4,0,8
0.83,1,0,2,0.53,0.56,22,4,220
0.83,2,0,4,0.52,0.54,22,4,229
0.51,1,0,1,0.48,0.5,20,3,260
0.46,1,0,2,0.33,0.36,6,4,126
0.83,3,0,3,0.61,0.66,0,0,90
0.73,2,0,3,0.61,0.64,5,6,5
0.7,1,0,4,0.32,0.32,23,3,51
0.82,2,0,2,0.45,0.46,22,0,100
0.77,1,0,4,0.45,0.46,1,2,17
0.74,1,0,3,0.71,0.74,21,2,241
0.8,1,0,1,0.21,0.2,8,0,5
0.69,1,0,2,0.61,0.62,5,4,33
1.0,3,0,4,0.44,0.44,11,3,50
0.87,3,0,1,0.29,0.3,11,3,10
0.54,1,0,4,0.42,0.42,16,1,272
0.83,1,0,2,0.52,0.54,21,3,251
0.37,1,0,1,0.39,0.38,23,5,86
0.65,1,0,3,0.61,0.64,0,5,64
0.8,1,0,4,0.27,0.22,3,5,1
0.94,3,0,1,0.42,0.42,22,3,55
0.77,1,0,4,0.5,0.52,20,6,202
0.55,1,0,1,0.23,0.2,5,1,18
0.72,1,0,1,0.5,0.52,10,1,184
0.87,1,0,1,0.33,0.32,22,2,32
0.66,3,0,2,0.68,0.72,15,5,258
0.88,3,0,2,0.53,0.56,5,3,35
0.5,1,0,1,0.35,0.36,10,5,132
0.41,2,1,1,0.2,0.24,13,1,228
0.49,1,0,4,0.53,0.56,12,4,226
0.79,1,0,3,0.67,0.7,23,1,55
0.81,3,0,4,0.35,0.36,14,0,256
0.72,1,0,2,0.44,0.44,6,4,139
0.39,1,0,1,0.32,0.32,18,2,224
0.48,2,0,2,0.5,0.52,9,2,205
0.66,1,0,3,0.8,0.8,11,4,212
0.58,2,0,2,0.67,0.72,22,1,164
0.37,1,0,3,0.82,0.9,11,6,216
0.62,2,0,2,0.41,0.4,11,5,98
0.54,1,0,1,0.08,0.1,9,0,28
0.72,3,0,2,0.44,0.44,14,3,51
0.63,1,0,4,0.48,0.5,5,6,15
0.46,2,0,4,0.36,0.34,14,3,225
0.77,1,0,2,0.42,0.42,6,6,13
0.43,1,0,1,0.41,0.4,12,5,234
0.48,2,0,1,0.27,0.26,10,5,124
0.77,1,1,2,0.52,0.54,4,1,6
0.69,2,0,3,0.62,0.66,22,4,259
0.77,2,0,2,0.42,0.42,7,0,33
0.81,1,0,4,0.3,0.26,5,0,4
0.87,1,0,4,0.33,0.3,1,3,10
0.94,3,0,4,0.42,0.42,17,1,210
0.47,1,0,3,0.8,0.86,9,5,179
1.0,1,0,3,0.55,0.58,3,6,37
0.88,1,0,2,0.44,0.44,0,3,33
0.65,2,0,1,0.27,0.26,4,2,2
0.73,1,0,3,0.59,0.62,0,5,80
0.71,1,0,4,0.38,0.36,21,5,85
0.88,2,0,4,0.42,0.42,15,1,211
0.61,1,0,3,0.61,0.62,10,5,225
0.42,1,1,4,0.29,0.34,12,5,239
0.55,1,0,3,0.7,0.76,2,3,5
0.55,1,0,1,0.18,0.18,0,1,34
0.73,1,0,3,0.61,0.64,3,5,8
0.87,2,0,4,0.35,0.36,10,0,257
0.94,3,0,1,0.45,0.46,2,5,3
0.56,1,0,4,0.24,0.26,3,4,7
0.46,1,0,1,0.35,0.36,14,5,170
0.66,1,0,3,0.68,0.72,9,4,228
0.48,1,0,1,0.21,0.26,3,6,7
0.73,1,0,3,0.52,0.54,6,2,119
0.84,2,0,2,0.71,0.72,2,4,6
0.63,2,0,4,0.48,0.5,21,2,280
0.67,1,0,4,0.47,0.48,10,2,126
0.37,2,0,2,0.53,0.56,10,2,127
0.73,3,0,3,0.61,0.64,0,1,32
0.59,1,0,4,0.45,0.46,5,0,6
0.87,2,0,2,0.35,0.36,8,6,145
0.44,1,0,2,0.21,0.2,4,2,2
0.28,1,0,2,0.52,0.54,14,4,154
0.71,1,0,2,0.36,0.36,4,5,1
0.88,1,0,2,0.45,0.46,6,4,170
0.34,1,1,1,0.33,0.34,20,1,126
0.8,1,0,1,0.21,0.14,1,0,29
0.49,2,0,3,0.74,0.8,23,2,132
0.82,1,0,4,0.41,0.4,22,4,137
0.65,1,0,3,0.61,0.64,7,0,39
0.57,1,0,4,0.35,0.36,12,5,204
0.53,1,0,1,0.29,0.32,1,0,24
0.52,1,0,4,0.29,0.3,21,1,152
0.75,2,0,1,0.21,0.2,0,5,9
0.94,3,0,3,0.56,0.64,15,3,46
0.47,2,0,1,0.23,0.2,22,3,52
0.62,1,0,3,0.68,0.74,22,4,182
0.87,2,0,1,0.23,0.24,3,4,1
0.87,1,0,4,0.3,0.3,5,0,12
0.56,1,0,1,0.29,0.26,3,5,5
0.66,2,0,4,0.39,0.38,17,0,280
0.74,1,0,3,0.64,0.68,0,4,52
0.47,1,0,4,0.62,0.64,22,4,232
0.88,1,0,2,0.53,0.56,5,6,22
0.7,2,0,2,0.3,0.32,13,4,101
0.7,2,0,3,0.73,0.76,0,1,34
0.54,2,0,2,0.44,0.44,20,2,135
0.94,2,0,3,0.59,0.66,5,1,51
0.56,1,0,4,0.32,0.3,20,1,165
0.42,1,0,3,0.85,0.9,15,0,238
0.81,1,0,4,0.32,0.32,5,2,18
0.52,1,0,3,0.74,0.8,7,6,45
0.7,1,0,1,0.24,0.26,4,3,4
0.42,1,0,3,0.65,0.72,11,3,171
0.57,1,0,2,0.62,0.64,2,5,16
0.65,1,0,3,0.62,0.66,21,1,184
0.87,3,0,2,0.39,0.38,12,0,61
0.88,2,0,2,0.52,0.54,9,4,216
0.55,2,0,2,0.21,0.22,10,0,86
0.44,2,0,2,0.26,0.26,21,6,51
0.57,2,0,4,0.33,0.32,16,1,214
0.48,1,0,1,0.27,0.28,17,2,212
0.79,1,0,3,0.67,0.7,8,6,230
0.94,1,0,4,0.55,0.62,22,1,136
0.47,2,0,1,0.2,0.2,3,3,1
0.6,1,0,1,0.23,0.26,1,1,9
0.35,1,0,3,0.82,0.9,12,4,276
0.49,1,0,4,0.36,0.34,21,1,181
0.88,3,0,2,0.48,0.5,23,5,119
0.47,1,0,3,0.8,0.86,16,4,256
0.7,2,0,4,0.33,0.32,2,4,7
0.63,1,0,3,0.79,0.8,20,4,270
0.53,1,0,1,0.35,0.34,7,1,268
0.42,1,0,1,0.08,0.1,0,0,25
0.94,1,1,4,0.45,0.46,4,1,6
0.83,1,0,2,0.55,0.58,2,5,11
0.94,2,0,4,0.52,0.6,5,3,22
0.73,1,0,2,0.61,0.64,10,1,125
0.82,1,0,4,0.48,0.5,5,3,53
0.81,1,0,4,0.36,0.34,0,3,26
0.54,1,0,1,0.15,0.12,3,1,1
0.87,1,0,4,0.33,0.3,6,2,99
0.88,1,1,4,0.45,0.46,3,1,11
0.73,1,1,4,0.59,0.6,20,1,225
0.52,1,0,4,0.52,0.54,21,0,102
0.63,1,0,3,0.48,0.5,1,2,10
0.78,1,0,4,0.58,0.6,3,4,7
1.0,2,0,1,0.41,0.4,4,5,4
